NO,date,hr,AMB_TEMP,PM10,PM2.5
1803,2009/3/17,2,18.77,54,33
1804,2009/3/17,3,18.6,50,30
1805,2009/3/17,4,17.66,58,40
1806,2009/3/17,5,17.53,65,42
1807,2009/3/17,6,17.43,73,48
1808,2009/3/17,7,18.13,80,56
1809,2009/3/17,8,19.18,102,67
1810,2009/3/17,9,20.71,117,75
1811,2009/3/17,10,22.65,127,86
1812,2009/3/17,11,25.01,123,86
1813,2009/3/17,12,26.49,116,80
1814,2009/3/17,13,26.18,109,68
1815,2009/3/17,14,25.25,107,59
1816,2009/3/17,15,24.74,108,66
1817,2009/3/17,16,24.2,102,60
1818,2009/3/17,17,23.25,95,58
1819,2009/3/17,18,22.23,96,54
1820,2009/3/17,19,21.67,97,56
1821,2009/3/17,20,21.58,100,58
1822,2009/3/17,21,21.55,87,49
1823,2009/3/17,22,21.06,76,42
1824,2009/3/17,23,20.57,58,36
1825,2009/3/18,0,19.96,55,40
1826,2009/3/18,1,19.39,49,37
1827,2009/3/18,2,18.86,42,28
1828,2009/3/18,3,18.61,33,17
1829,2009/3/18,4,18.37,32,18
1830,2009/3/18,5,18.12,32,15
1831,2009/3/18,6,17.99,36,16
1832,2009/3/18,7,18.68,40,11
1833,2009/3/18,8,20.56,46,26
1834,2009/3/18,9,22.62,57,27
1835,2009/3/18,10,24.66,68,39
1836,2009/3/18,11,25.81,81,46
1837,2009/3/18,12,27.21,97,57
1838,2009/3/18,13,27.87,108,69
1839,2009/3/18,14,28.29,125,72
1840,2009/3/18,15,28.39,123,73
1841,2009/3/18,16,27.49,109,68
1842,2009/3/18,17,26.59,92,50
1843,2009/3/18,18,26,76,44
1844,2009/3/18,19,25.86,76,41
1845,2009/3/18,20,24.84,74,47
1846,2009/3/18,21,23.47,70,47
1847,2009/3/18,22,22.83,57,42
1848,2009/3/18,23,22.39,53,38
1849,2009/3/19,0,21.82,54,31
1850,2009/3/19,1,21.39,50,32
1851,2009/3/19,2,20.95,50,26
1852,2009/3/19,3,21.13,43,28
1853,2009/3/19,4,21.1,45,23
1854,2009/3/19,5,20.94,39,30
1855,2009/3/19,6,21.17,46,33
1856,2009/3/19,7,21.83,65,36
1857,2009/3/19,8,23.34,73,37
1858,2009/3/19,9,25.55,77,42
1859,2009/3/19,10,27.2,96,59
1860,2009/3/19,11,28.01,114,72
1861,2009/3/19,12,28.28,139,89
1862,2009/3/19,13,27.77,90,80
1863,2009/3/19,14,26.27,77,78
1864,2009/3/19,15,25.38,56,NA
1865,2009/3/19,16,25.14,77,52
1866,2009/3/19,17,24.91,68,40
1867,2009/3/19,18,24.66,56,31
1868,2009/3/19,19,24.69,55,36
1869,2009/3/19,20,24.64,62,30
1870,2009/3/19,21,24.62,62,37
1871,2009/3/19,22,24.54,68,38
1872,2009/3/19,23,24.4,76,48
1873,2009/3/20,0,23.94,76,47
1874,2009/3/20,1,23.42,71,37
1875,2009/3/20,2,23.05,58,33
1876,2009/3/20,3,22.7,59,28
1877,2009/3/20,4,22.48,52,34
1878,2009/3/20,5,22.31,45,27
1879,2009/3/20,6,22.44,46,32
1880,2009/3/20,7,22.86,59,33
1881,2009/3/20,8,23.87,73,40
1882,2009/3/20,9,24.72,68,42
1883,2009/3/20,10,24.87,71,42
1884,2009/3/20,11,25.47,85,50
1885,2009/3/20,12,25.16,101,58
1886,2009/3/20,13,24.81,123,74
1887,2009/3/20,14,24.14,132,81
1888,2009/3/20,15,22.94,142,82
1889,2009/3/20,16,22.04,130,73
1890,2009/3/20,17,21.6,124,69
1891,2009/3/20,18,21.31,123,71
1892,2009/3/20,19,21.34,125,80
1893,2009/3/20,20,21.44,125,74
1894,2009/3/20,21,21.48,139,79
1895,2009/3/20,22,21.61,144,81
1896,2009/3/20,23,21.83,145,85
1897,2009/3/21,0,21.85,133,75
1898,2009/3/21,1,21.87,127,74
1899,2009/3/21,2,21.78,117,71
1900,2009/3/21,3,21.45,109,64
1901,2009/3/21,4,21.2,110,58
1902,2009/3/21,5,21.43,105,65
1903,2009/3/21,6,21.71,114,75
1904,2009/3/21,7,22.14,110,81
1905,2009/3/21,8,23.09,119,81
1906,2009/3/21,9,24.56,113,92
1907,2009/3/21,10,26.13,113,87
1908,2009/3/21,11,28.06,116,89
1909,2009/3/21,12,28.47,108,67
1910,2009/3/21,13,28.82,100,60
1911,2009/3/21,14,26.47,110,72
1912,2009/3/21,15,25.16,134,92
1913,2009/3/21,16,24.97,153,98
1914,2009/3/21,17,24.53,151,89
1915,2009/3/21,18,24.49,152,87
1916,2009/3/21,19,24.65,166,96
1917,2009/3/21,20,24.27,175,96
1918,2009/3/21,21,23.77,180,97
1919,2009/3/21,22,23.68,172,93
1920,2009/3/21,23,23.26,160,92
1921,2009/3/22,0,22.75,147,84
1922,2009/3/22,1,22.49,134,82
1923,2009/3/22,2,22.2,118,71
1924,2009/3/22,3,22.09,94,54
1925,2009/3/22,4,22.28,81,47
1926,2009/3/22,5,22.7,75,46
1927,2009/3/22,6,22.72,81,59
1928,2009/3/22,7,23.03,85,60
1929,2009/3/22,8,24.48,85,63
1930,2009/3/22,9,26.13,89,59
1931,2009/3/22,10,28.28,110,58
1932,2009/3/22,11,30.13,111,45
1933,2009/3/22,12,31.07,100,41
1934,2009/3/22,13,31.57,69,30
1935,2009/3/22,14,31.22,67,27
1936,2009/3/22,15,31.07,59,24
1937,2009/3/22,16,30.51,54,26
1938,2009/3/22,17,28.9,52,28
1939,2009/3/22,18,27.88,57,31
1940,2009/3/22,19,26.66,54,27
1941,2009/3/22,20,24.22,54,31
1942,2009/3/22,21,20.49,61,30
1943,2009/3/22,22,20,74,38
1944,2009/3/22,23,19.22,75,46
1945,2009/3/23,0,18.61,75,48
1946,2009/3/23,1,18.44,75,50
1947,2009/3/23,2,18.44,78,45
1948,2009/3/23,3,18.39,80,39
1949,2009/3/23,4,18.25,76,32
1950,2009/3/23,5,18.2,74,40
1951,2009/3/23,6,18.4,86,53
1952,2009/3/23,7,18.81,94,58
1953,2009/3/23,8,19.64,114,54
1954,2009/3/23,9,19.97,124,58
1955,2009/3/23,10,19.88,NA,NA
1956,2009/3/23,11,19.85,93,60
1957,2009/3/23,12,19.83,89,58
1958,2009/3/23,13,19.49,87,59
1959,2009/3/23,14,19.36,125,50
1960,2009/3/23,15,18.94,122,51
1961,2009/3/23,16,18.6,108,40
1962,2009/3/23,17,18.44,105,43
1963,2009/3/23,18,18.3,98,37
1964,2009/3/23,19,18.07,91,41
1965,2009/3/23,20,17.82,85,39
1966,2009/3/23,21,17.37,67,37
1967,2009/3/23,22,17.14,54,26
1968,2009/3/23,23,16.77,31,17
1969,2009/3/24,0,16.34,21,13
1970,2009/3/24,1,15.9,19,8
1971,2009/3/24,2,15.44,18,5
1972,2009/3/24,3,14.84,18,4
1973,2009/3/24,4,14.51,15,3
1974,2009/3/24,5,14.55,16,5
1975,2009/3/24,6,14.92,20,8
1976,2009/3/24,7,15.4,24,14
1977,2009/3/24,8,15.62,28,19
1978,2009/3/24,9,15.68,26,21
1979,2009/3/24,10,15.77,27,18
1980,2009/3/24,11,16.13,28,16
1981,2009/3/24,12,16.21,31,8
1982,2009/3/24,13,16.12,30,10
1983,2009/3/24,14,16.52,25,10
1984,2009/3/24,15,16.4,23,13
1985,2009/3/24,16,16.06,27,12
1986,2009/3/24,17,15.64,24,13
1987,2009/3/24,18,15.79,27,19
1988,2009/3/24,19,16.21,27,24
1989,2009/3/24,20,16.41,37,25
1990,2009/3/24,21,16.48,41,19
1991,2009/3/24,22,16.55,40,16
1992,2009/3/24,23,16.31,34,20
1993,2009/3/25,0,16.02,31,18
1994,2009/3/25,1,16.12,24,20
1995,2009/3/25,2,15.83,25,14
1996,2009/3/25,3,15.81,24,20
1997,2009/3/25,4,15.93,28,17
1998,2009/3/25,5,16.31,34,25
1999,2009/3/25,6,16.24,46,24
2000,2009/3/25,7,16.44,57,36
2001,2009/3/25,8,16.91,71,38
2002,2009/3/25,9,17.12,74,45
2003,2009/3/25,10,17.52,81,42
2004,2009/3/25,11,18.43,82,40
2005,2009/3/25,12,19.1,81,40
2006,2009/3/25,13,18.9,86,46
2007,2009/3/25,14,19.06,92,47
2008,2009/3/25,15,19.1,108,55
2009,2009/3/25,16,18.91,119,59
2010,2009/3/25,17,18.17,124,70
2011,2009/3/25,18,17.43,125,74
2012,2009/3/25,19,16.88,122,72
2013,2009/3/25,20,16.83,116,69
2014,2009/3/25,21,16.7,107,57
2015,2009/3/25,22,16.7,98,59
2016,2009/3/25,23,16.64,92,48
2017,2009/3/26,0,16.42,90,52
2018,2009/3/26,1,16.38,81,49
2019,2009/3/26,2,16.45,82,52
2020,2009/3/26,3,16.52,78,49
2021,2009/3/26,4,16.62,80,33
2022,2009/3/26,5,17.07,82,32
2023,2009/3/26,6,17.51,79,33
2024,2009/3/26,7,18.52,81,43
2025,2009/3/26,8,20.29,81,44
2026,2009/3/26,9,22.21,87,44
2027,2009/3/26,10,22.64,84,40
2028,2009/3/26,11,23.19,72,33
2029,2009/3/26,12,23.82,63,31
2030,2009/3/26,13,23.89,59,29
2031,2009/3/26,14,24.04,59,28
2032,2009/3/26,15,23.99,63,26
2033,2009/3/26,16,23.14,61,31
2034,2009/3/26,17,22.5,62,33
2035,2009/3/26,18,21.96,60,37
2036,2009/3/26,19,21.58,61,32
2037,2009/3/26,20,21.4,62,34
2038,2009/3/26,21,21.37,62,30
2039,2009/3/26,22,21.45,57,35
2040,2009/3/26,23,21.45,60,30
2041,2009/3/27,0,21.29,54,28
2042,2009/3/27,1,21.18,60,28
2043,2009/3/27,2,20.79,54,30
2044,2009/3/27,3,20.28,55,39
2045,2009/3/27,4,20.07,57,29
2046,2009/3/27,5,19.95,51,28
2047,2009/3/27,6,20.16,44,16
2048,2009/3/27,7,20.89,47,35
2049,2009/3/27,8,21.62,58,34
2050,2009/3/27,9,22.55,66,44
2051,2009/3/27,10,23.43,81,43
2052,2009/3/27,11,23.76,102,58
2053,2009/3/27,12,23.4,114,67
2054,2009/3/27,13,23.72,114,72
2055,2009/3/27,14,23.04,98,71
2056,2009/3/27,15,22.8,100,67
2057,2009/3/27,16,22.98,96,58
2058,2009/3/27,17,23.22,112,63
2059,2009/3/27,18,22.54,115,60
2060,2009/3/27,19,21.76,110,61
2061,2009/3/27,20,21.41,92,44
2062,2009/3/27,21,20.98,88,51
2063,2009/3/27,22,20.7,91,49
2064,2009/3/27,23,20.72,79,53
2065,2009/3/28,0,20.78,68,46
2066,2009/3/28,1,20.62,61,50
2067,2009/3/28,2,20.37,72,57
2068,2009/3/28,3,20.27,81,56
2069,2009/3/28,4,20.46,79,54
2070,2009/3/28,5,20.1,76,43
2071,2009/3/28,6,19.53,56,32
2072,2009/3/28,7,19.63,44,23
2073,2009/3/28,8,19.33,32,15
2074,2009/3/28,9,19.35,42,20
2075,2009/3/28,10,19.39,37,19
2076,2009/3/28,11,19.13,40,21
2077,2009/3/28,12,18.78,32,18
2078,2009/3/28,13,18.65,38,17
2079,2009/3/28,14,18.51,30,20
2080,2009/3/28,15,18.52,30,17
2081,2009/3/28,16,18.4,23,15
2082,2009/3/28,17,18.14,26,11
2083,2009/3/28,18,17.91,20,9
2084,2009/3/28,19,17.66,24,17
2085,2009/3/28,20,17.54,21,19
2086,2009/3/28,21,17.41,22,25
2087,2009/3/28,22,17.21,18,15
2088,2009/3/28,23,16.81,18,14
2089,2009/3/29,0,16.95,14,10
2090,2009/3/29,1,16.89,17,9
2091,2009/3/29,2,16.75,15,4
2092,2009/3/29,3,16.69,16,2
2093,2009/3/29,4,16.59,17,10
2094,2009/3/29,5,16.37,19,10
2095,2009/3/29,6,16.41,15,13
2096,2009/3/29,7,16.88,13,6
2097,2009/3/29,8,17.37,17,15
2098,2009/3/29,9,17.64,27,11
2099,2009/3/29,10,17.35,24,14
2100,2009/3/29,11,16.88,20,5
2101,2009/3/29,12,17.56,22,10
2102,2009/3/29,13,17.36,23,12
2103,2009/3/29,14,16.75,28,25
2104,2009/3/29,15,16.2,28,22
2105,2009/3/29,16,16.02,32,26
2106,2009/3/29,17,16.05,29,18
2107,2009/3/29,18,16.01,24,19
2108,2009/3/29,19,16.02,28,15
2109,2009/3/29,20,15.98,26,13
2110,2009/3/29,21,15.93,28,12
2111,2009/3/29,22,15.63,22,15
2112,2009/3/29,23,15.51,20,11
2113,2009/3/30,0,15.52,22,15
2114,2009/3/30,1,15.28,19,7
2115,2009/3/30,2,15.36,26,8
2116,2009/3/30,3,15.61,27,2
2117,2009/3/30,4,15.33,29,16
2118,2009/3/30,5,14.93,29,20
2119,2009/3/30,6,15.15,23,23
2120,2009/3/30,7,15.77,32,15
2121,2009/3/30,8,16.07,31,12
2122,2009/3/30,9,16.32,43,18
2123,2009/3/30,10,16.71,40,18
2124,2009/3/30,11,16.98,48,20
2125,2009/3/30,12,17.08,49,20
2126,2009/3/30,13,16.84,52,24
2127,2009/3/30,14,16.66,53,25
2128,2009/3/30,15,16.42,55,29
2129,2009/3/30,16,16.16,61,32
2130,2009/3/30,17,16.14,65,41
2131,2009/3/30,18,15.85,71,39
2132,2009/3/30,19,15.82,65,34
2133,2009/3/30,20,16.06,61,29
2134,2009/3/30,21,16.26,60,29
2135,2009/3/30,22,16.39,61,31
2136,2009/3/30,23,16.48,58,35
2137,2009/3/31,0,16.56,51,34
2138,2009/3/31,1,16.67,54,34
2139,2009/3/31,2,16.61,58,32
2140,2009/3/31,3,16.44,62,39
2141,2009/3/31,4,16.1,54,36
2142,2009/3/31,5,15.73,61,37
2143,2009/3/31,6,15.66,61,30
2144,2009/3/31,7,16.32,75,40
2145,2009/3/31,8,16.95,70,45
2146,2009/3/31,9,17.27,67,41
2147,2009/3/31,10,17.16,NA,NA
2148,2009/3/31,11,17.3,NA,NA
2149,2009/3/31,12,17.47,90,31
2150,2009/3/31,13,17.04,89,40
2151,2009/3/31,14,17.57,84,49
2152,2009/3/31,15,17.49,74,50
2153,2009/3/31,16,17.48,73,39
2154,2009/3/31,17,17.37,64,33
2155,2009/3/31,18,17.3,71,25
2156,2009/3/31,19,17.24,67,36
2157,2009/3/31,20,17,68,35
2158,2009/3/31,21,16.95,61,40
2159,2009/3/31,22,16.96,63,29
2160,2009/3/31,23,16.94,68,19
2161,2009/4/1,0,17.12,68,28
2162,2009/4/1,1,17.06,67,38
2163,2009/4/1,2,17.45,72,42
2164,2009/4/1,3,17.36,72,39
2165,2009/4/1,4,17.31,73,34
2166,2009/4/1,5,17.26,72,40
2167,2009/4/1,6,17.35,79,46
2168,2009/4/1,7,17.48,84,59
2169,2009/4/1,8,17.54,92,64
2170,2009/4/1,9,17.6,104,64
2171,2009/4/1,10,17.94,113,67
2172,2009/4/1,11,17.93,75,37
2173,2009/4/1,12,17.69,74,46
2174,2009/4/1,13,17.58,115,74
2175,2009/4/1,14,17.56,124,94
2176,2009/4/1,15,17.39,129,90
2177,2009/4/1,16,17.2,129,91
2178,2009/4/1,17,16.06,121,93
2179,2009/4/1,18,15.03,109,111
2180,2009/4/1,19,14.81,94,96
2181,2009/4/1,20,14.77,84,81
2182,2009/4/1,21,15.02,72,50
2183,2009/4/1,22,15.2,77,54
2184,2009/4/1,23,15.23,73,36
2185,2009/4/2,0,15.18,79,30
2186,2009/4/2,1,15.19,70,29
2187,2009/4/2,2,15.27,72,29
2188,2009/4/2,3,15.25,64,27
2189,2009/4/2,4,15.18,67,31
2190,2009/4/2,5,14.95,65,46
2191,2009/4/2,6,15.31,73,60
2192,2009/4/2,7,15.46,74,49
2193,2009/4/2,8,15.39,75,50
2194,2009/4/2,9,15.36,71,42
2195,2009/4/2,10,15.74,62,44
2196,2009/4/2,11,16.15,68,43
2197,2009/4/2,12,16.7,60,27
2198,2009/4/2,13,17.05,73,41
2199,2009/4/2,14,16.71,64,29
2200,2009/4/2,15,16.34,68,53
2201,2009/4/2,16,16.31,62,29
2202,2009/4/2,17,16.2,59,47
2203,2009/4/2,18,16.33,55,38
2204,2009/4/2,19,16.7,54,47
2205,2009/4/2,20,17.27,53,38
2206,2009/4/2,21,17.63,53,52
2207,2009/4/2,22,17.84,47,45
2208,2009/4/2,23,17.9,51,40
2209,2009/4/3,0,17.98,53,38
2210,2009/4/3,1,17.93,55,37
2211,2009/4/3,2,17.87,48,49
2212,2009/4/3,3,17.93,44,33
2213,2009/4/3,4,18.05,39,NA
2214,2009/4/3,5,17.78,48,34
2215,2009/4/3,6,18.24,56,25
2216,2009/4/3,7,19.63,64,22
2217,2009/4/3,8,20.35,65,18
2218,2009/4/3,9,21.3,81,41
2219,2009/4/3,10,22.6,73,38
2220,2009/4/3,11,24.24,76,38
2221,2009/4/3,12,25.24,60,22
2222,2009/4/3,13,25.86,78,24
2223,2009/4/3,14,25.05,75,63
2224,2009/4/3,15,23.27,84,74
2225,2009/4/3,16,22.78,69,60
2226,2009/4/3,17,22.96,76,27
2227,2009/4/3,18,22.94,76,26
2228,2009/4/3,19,22.32,79,32
2229,2009/4/3,20,22.19,71,25
2230,2009/4/3,21,21.72,63,21
2231,2009/4/3,22,20.82,69,28
2232,2009/4/3,23,20.2,67,34
2233,2009/4/4,0,19.81,61,55
2234,2009/4/4,1,19.99,62,56
2235,2009/4/4,2,19.82,74,73
2236,2009/4/4,3,19.48,91,60
2237,2009/4/4,4,18.98,86,54
2238,2009/4/4,5,18.8,71,37
2239,2009/4/4,6,18.86,50,21
2240,2009/4/4,7,19.53,53,28
2241,2009/4/4,8,20.69,57,37
2242,2009/4/4,9,22.2,75,77
2243,2009/4/4,10,24.66,87,88
2244,2009/4/4,11,26.29,94,NA
2245,2009/4/4,12,27.55,98,64
2246,2009/4/4,13,26.62,90,56
2247,2009/4/4,14,26.81,94,54
2248,2009/4/4,15,27.32,97,68
2249,2009/4/4,16,27.32,110,79
2250,2009/4/4,17,24.88,106,71
2251,2009/4/4,18,23.96,101,70
2252,2009/4/4,19,23.86,90,59
2253,2009/4/4,20,23.66,105,69
2254,2009/4/4,21,23.5,122,93
2255,2009/4/4,22,22.87,122,94
2256,2009/4/4,23,22.48,112,97
2257,2009/4/5,0,21.9,87,68
2258,2009/4/5,1,21.72,96,67
2259,2009/4/5,2,21.58,85,52
2260,2009/4/5,3,21.43,82,47
2261,2009/4/5,4,21.4,72,61
2262,2009/4/5,5,21.05,62,58
2263,2009/4/5,6,21.01,54,50
2264,2009/4/5,7,21.37,51,33
2265,2009/4/5,8,21.96,49,32
2266,2009/4/5,9,22.17,57,36
2267,2009/4/5,10,21.51,42,27
2268,2009/4/5,11,21.24,41,24
2269,2009/4/5,12,20.59,27,28
2270,2009/4/5,13,19.86,29,20
2271,2009/4/5,14,19.05,26,20
2272,2009/4/5,15,18.46,23,13
2273,2009/4/5,16,18.18,19,14
2274,2009/4/5,17,17.88,18,8
2275,2009/4/5,18,17.71,23,1
2276,2009/4/5,19,16.97,22,1
2277,2009/4/5,20,16.79,26,24
2278,2009/4/5,21,16.85,28,30
2279,2009/4/5,22,16.92,30,29
2280,2009/4/5,23,16.79,31,13
2281,2009/4/6,0,16.77,35,16
2282,2009/4/6,1,16.85,32,24
2283,2009/4/6,2,16.7,32,28
2284,2009/4/6,3,16.52,29,31
2285,2009/4/6,4,16.67,40,25
2286,2009/4/6,5,16.65,48,27
2287,2009/4/6,6,16.58,59,30
2288,2009/4/6,7,16.66,68,42
2289,2009/4/6,8,17.15,81,44
2290,2009/4/6,9,17.68,93,48
2291,2009/4/6,10,18.06,NA,NA
2292,2009/4/6,11,18.11,66,59
2293,2009/4/6,12,17.11,76,68
2294,2009/4/6,13,16.2,81,71
2295,2009/4/6,14,17.08,110,59
2296,2009/4/6,15,17.1,101,49
2297,2009/4/6,16,16.71,82,45
2298,2009/4/6,17,16.5,83,47
2299,2009/4/6,18,16.29,81,50
2300,2009/4/6,19,15.65,84,43
2301,2009/4/6,20,15.67,79,41
2302,2009/4/6,21,15.56,63,37
2303,2009/4/6,22,15.44,59,30
2304,2009/4/6,23,15.94,48,28
2305,2009/4/7,0,17.12,50,27
2306,2009/4/7,1,17.28,46,31
2307,2009/4/7,2,17.4,49,33
2308,2009/4/7,3,17.89,46,39
2309,2009/4/7,4,18.21,46,36
2310,2009/4/7,5,18.24,47,40
2311,2009/4/7,6,18.24,51,30
2312,2009/4/7,7,18.69,60,35
2313,2009/4/7,8,19.55,72,34
2314,2009/4/7,9,20.12,80,47
2315,2009/4/7,10,21.08,86,44
2316,2009/4/7,11,21.85,79,39
2317,2009/4/7,12,22.07,71,47
2318,2009/4/7,13,21.7,70,50
2319,2009/4/7,14,21.72,66,71
2320,2009/4/7,15,19.78,74,42
2321,2009/4/7,16,18.36,67,68
2322,2009/4/7,17,18.26,67,55
2323,2009/4/7,18,18.41,60,63
2324,2009/4/7,19,18.56,57,46
2325,2009/4/7,20,18.6,56,48
2326,2009/4/7,21,18.62,47,40
2327,2009/4/7,22,18.55,35,NA
2328,2009/4/7,23,18.43,33,NA
2329,2009/4/8,0,18.26,36,NA
2330,2009/4/8,1,18.21,41,27
2331,2009/4/8,2,18.18,32,15
2332,2009/4/8,3,17.85,31,18
2333,2009/4/8,4,17.6,35,9
2334,2009/4/8,5,17.18,40,22
2335,2009/4/8,6,17.14,52,29
2336,2009/4/8,7,17.14,66,53
2337,2009/4/8,8,16.85,59,40
2338,2009/4/8,9,17.03,56,36
2339,2009/4/8,10,17.22,43,30
2340,2009/4/8,11,18.14,57,53
2341,2009/4/8,12,19.46,55,53
2342,2009/4/8,13,20.14,57,40
2343,2009/4/8,14,19.78,64,18
2344,2009/4/8,15,20.21,69,37
2345,2009/4/8,16,20.27,77,31
2346,2009/4/8,17,19.41,64,68
2347,2009/4/8,18,18.71,58,51
2348,2009/4/8,19,17.93,49,NA
2349,2009/4/8,20,17.38,58,NA
2350,2009/4/8,21,17.16,55,NA
2351,2009/4/8,22,16.51,60,56
2352,2009/4/8,23,16.15,54,35
2353,2009/4/9,0,15.67,52,19
2354,2009/4/9,1,15.24,37,NA
2355,2009/4/9,2,15.19,40,43
2356,2009/4/9,3,14.97,38,NA
2357,2009/4/9,4,14.8,48,30
2358,2009/4/9,5,14.98,43,33
2359,2009/4/9,6,15.42,48,35
2360,2009/4/9,7,16.2,50,28
2361,2009/4/9,8,18.53,58,13
2362,2009/4/9,9,19.8,64,39
2363,2009/4/9,10,20.17,69,39
2364,2009/4/9,11,20.51,69,39
2365,2009/4/9,12,21.05,70,14
2366,2009/4/9,13,21.03,70,53
2367,2009/4/9,14,20.76,76,75
2368,2009/4/9,15,20.3,80,79
2369,2009/4/9,16,20,93,40
2370,2009/4/9,17,19.63,104,18
2371,2009/4/9,18,19.2,119,55
2372,2009/4/9,19,18.93,123,63
2373,2009/4/9,20,18.81,130,101
2374,2009/4/9,21,18.42,133,87
2375,2009/4/9,22,17.94,135,105
2376,2009/4/9,23,17.96,123,100
2377,2009/4/10,0,18.08,109,86
2378,2009/4/10,1,18.28,106,79
2379,2009/4/10,2,18.47,103,70
2380,2009/4/10,3,18.71,104,65
2381,2009/4/10,4,18.45,92,46
2382,2009/4/10,5,17.8,84,26
2383,2009/4/10,6,17.9,75,26
2384,2009/4/10,7,18.1,71,48
2385,2009/4/10,8,18.69,76,61
2386,2009/4/10,9,19.06,88,69
2387,2009/4/10,10,20.23,97,47
2388,2009/4/10,11,22,99,30
2389,2009/4/10,12,23.65,90,13
2390,2009/4/10,13,24.16,85,52
2391,2009/4/10,14,24.64,75,51
2392,2009/4/10,15,24.06,71,58
2393,2009/4/10,16,22.9,71,40
2394,2009/4/10,17,22.13,71,51
2395,2009/4/10,18,21.3,69,47
2396,2009/4/10,19,20.95,75,71
2397,2009/4/10,20,20.8,76,73
2398,2009/4/10,21,20.81,72,73
2399,2009/4/10,22,20.91,64,40
2400,2009/4/10,23,20.76,66,30
2401,2009/4/11,0,20.66,65,45
2402,2009/4/11,1,20.77,58,34
2403,2009/4/11,2,20.62,50,NA
2404,2009/4/11,3,19.83,51,44
2405,2009/4/11,4,20.38,51,55
2406,2009/4/11,5,19.26,44,23
2407,2009/4/11,6,19.7,42,23
2408,2009/4/11,7,22.24,41,29
2409,2009/4/11,8,23.6,43,30
2410,2009/4/11,9,25.09,43,30
2411,2009/4/11,10,26.58,48,28
2412,2009/4/11,11,27.38,44,14
2413,2009/4/11,12,27.88,43,23
2414,2009/4/11,13,28.05,35,NA
2415,2009/4/11,14,27.74,44,44
2416,2009/4/11,15,27.05,42,46
2417,2009/4/11,16,26.23,43,26
2418,2009/4/11,17,25.5,43,38
2419,2009/4/11,18,25.11,43,NA
2420,2009/4/11,19,24.8,41,NA
2421,2009/4/11,20,24.45,37,36
2422,2009/4/11,21,24.26,36,37
2423,2009/4/11,22,24.19,33,34
2424,2009/4/11,23,23.99,35,NA
2425,2009/4/12,0,23.41,39,28
2426,2009/4/12,1,22.79,46,22
2427,2009/4/12,2,22.33,48,27
2428,2009/4/12,3,21.74,41,22
2429,2009/4/12,4,21.58,36,25
2430,2009/4/12,5,21.43,28,NA
2431,2009/4/12,6,21.5,33,NA
2432,2009/4/12,7,22.27,36,NA
2433,2009/4/12,8,23.66,51,NA
2434,2009/4/12,9,25.69,68,NA
2435,2009/4/12,10,27.41,81,69
2436,2009/4/12,11,29,84,73
2437,2009/4/12,12,28.98,75,47
2438,2009/4/12,13,27.92,70,NA
2439,2009/4/12,14,28.7,67,53
2440,2009/4/12,15,28.81,75,NA
2441,2009/4/12,16,28,84,60
2442,2009/4/12,17,27.08,89,47
2443,2009/4/12,18,26.68,85,25
2444,2009/4/12,19,26.41,75,42
2445,2009/4/12,20,26.12,67,52
2446,2009/4/12,21,25.77,66,53
2447,2009/4/12,22,25.24,60,39
2448,2009/4/12,23,24.87,57,30
2449,2009/4/13,0,24.41,51,28
2450,2009/4/13,1,24.17,49,25
2451,2009/4/13,2,23.8,50,NA
2452,2009/4/13,3,23.6,41,42
2453,2009/4/13,4,23.52,39,NA
2454,2009/4/13,5,23.45,30,15
2455,2009/4/13,6,23.06,48,34
2456,2009/4/13,7,23.41,60,28
2457,2009/4/13,8,24.12,88,43
2458,2009/4/13,9,24.35,91,51
2459,2009/4/13,10,25.43,105,55
2460,2009/4/13,11,24.12,97,34
2461,2009/4/13,12,22.3,84,35
2462,2009/4/13,13,21.76,58,33
2463,2009/4/13,14,21.77,38,NA
2464,2009/4/13,15,23.02,24,23
2465,2009/4/13,16,25.09,21,21
2466,2009/4/13,17,25.94,28,21
2467,2009/4/13,18,25.55,39,16
2468,2009/4/13,19,24.94,52,30
2469,2009/4/13,20,24.81,58,14
2470,2009/4/13,21,23.67,56,20
2471,2009/4/13,22,22.9,46,39
2472,2009/4/13,23,22.55,37,NA
2473,2009/4/14,0,22.43,28,NA
2474,2009/4/14,1,22.55,27,10
2475,2009/4/14,2,23.08,26,11
2476,2009/4/14,3,23.51,29,13
2477,2009/4/14,4,23.28,32,21
2478,2009/4/14,5,22.26,35,18
2479,2009/4/14,6,22.02,38,35
2480,2009/4/14,7,22.45,36,27
2481,2009/4/14,8,22.5,35,37
2482,2009/4/14,9,20.82,41,15
2483,2009/4/14,10,20.7,48,20
2484,2009/4/14,11,21.55,53,22
2485,2009/4/14,12,21.75,50,33
2486,2009/4/14,13,21.25,43,35
2487,2009/4/14,14,21.07,36,27
2488,2009/4/14,15,21.7,42,19
2489,2009/4/14,16,21.55,45,11
2490,2009/4/14,17,20.7,50,9
2491,2009/4/14,18,20.01,43,48
2492,2009/4/14,19,19.69,47,48
2493,2009/4/14,20,19.61,45,NA
2494,2009/4/14,21,19.63,40,16
2495,2009/4/14,22,19.45,39,22
2496,2009/4/14,23,19.48,34,16
2497,2009/4/15,0,19.32,43,18
2498,2009/4/15,1,19.3,43,25
2499,2009/4/15,2,19.38,42,35
